AQI,PM2.5,PM10,SO2,NO2,O3,CO
-1.750295978765841,-0.9211327690019118,-1.336943285924529,-0.44146361307257753,-0.06773876270527869,-1.1294074873739517,-0.8208994196808087
-1.640902480092976,-0.9211327690019118,-1.267815470335297,-0.44146361307257753,-0.3558827295833263,-0.9430977252380643,-0.8208994196808087
-1.9143862267751386,-1.061634787528563,-1.4406350093083766,-0.44146361307257753,-0.4039067240630009,-0.8499428441701208,-0.8208994196808087
-1.9690829761115711,-0.9211327690019118,-1.6134545482814564,-0.44146361307257753,-0.6920506909410485,-0.7567879631021772,-0.8208994196808087
-1.859689477438706,-1.061634787528563,-1.4060711015137608,-0.44146361307257753,-0.6440266964613739,-0.8499428441701208,-0.8208994196808087
-1.5862057307565434,-0.7806307504752605,-1.2332515625406812,-0.44146361307257753,-0.7400746854207231,-0.8266541239031349,-0.8208994196808087
-1.2580252347379481,-0.6401287319486093,-1.0258681157729856,-0.44146361307257753,-0.9801946578190961,-0.6170556415002618,-1.2796004694566498
-2.078476474784436,-1.1318857967918887,-1.5443267326922245,-0.44146361307257753,-0.9801946578190961,-0.57047820096629,-1.2796004694566498
-2.187869973457301,-1.4128898338451912,-1.9245297184329997,-0.44146361307257753,-0.9321706633394216,-0.6170556415002618,-1.2796004694566498
-2.1331732241208687,-1.6236428616351681,-1.5788906404868404,-0.44146361307257753,-0.8841466688597469,-0.6403443617672477,-1.2796004694566498
-1.9143862267751386,-1.2021368060552142,-1.4406350093083766,-0.2514304670748552,-0.6440266964613739,-0.7567879631021772,-0.8208994196808087
-2.187869973457301,-1.4128898338451912,-1.786274087254536,-0.2514304670748552,-0.8361226743800723,-0.6170556415002618,-0.8208994196808087
-2.187869973457301,-1.6938938708984936,-1.8899658106383836,-0.44146361307257753,-0.6920506909410485,-0.57047820096629,-0.36219836990496773
-2.078476474784436,-1.6236428616351681,-1.8899658106383836,-0.44146361307257753,-0.8361226743800723,-0.4540345996313605,-0.8208994196808087
-1.750295978765841,-1.1318857967918887,-1.336943285924529,-0.44146361307257753,-0.7400746854207231,-0.40745715909738867,-0.36219836990496773
-1.2580252347379481,-0.2888736856319811,-1.1986876547460652,-0.44146361307257753,-0.6920506909410485,-0.33759099829643097,-0.36219836990496773
-0.8751479893829205,-0.21862267636865548,-0.7839207612106742,-0.44146361307257753,-0.6440266964613739,-0.4307458793643746,-0.36219836990496773
0.05469674933643253,0.9053934718445545,-0.6456651300322105,-0.44146361307257753,-0.5960027019816992,-0.7102105225682054,-0.36219836990496773
0.32818049601859517,1.1863975088978571,-0.05807869752373985,-0.44146361307257753,-0.3078587351036517,-0.7567879631021772,-0.36219836990496773
0.05469674933643253,0.9053934718445545,-0.23089823649681945,-0.44146361307257753,-0.1637867516646279,-0.9198090049710785,-0.36219836990496773
0.32818049601859517,1.1863975088978571,-0.16177042090758761,-0.44146361307257753,-0.45193071854267547,-0.6636330820342335,0.09650267987087384
-0.3828772453550277,0.4838874162646008,-0.5074094988537469,-0.44146361307257753,-0.6920506909410485,-0.3841684388304028,0.09650267987087384
-0.05469674933643253,0.8351424625812289,-0.40371777546989907,-0.44146361307257753,-0.6920506909410485,-0.5937669212332759,0.5552037296467149
0.6016642427007578,1.4674015459511596,-0.19633432870220355,-0.44146361307257753,-0.6920506909410485,-0.6170556415002618,1.013904779422556
0.10939349867286506,0.9756444811078802,-0.09264260531835578,-0.44146361307257753,-0.7880986799003977,-0.40745715909738867,1.013904779422556
0.05469674933643253,0.9053934718445545,-0.2654621442914354,-0.44146361307257753,-0.7400746854207231,-0.5239007604323181,1.013904779422556
-0.27348374668216263,0.5541384255279265,-0.36915386767528313,-0.44146361307257753,-0.6920506909410485,-0.47732331989834637,1.013904779422556
-0.21878699734573012,0.6243894347912521,-0.5765373144429786,-0.44146361307257753,-0.5960027019816992,-0.6170556415002618,0.5552037296467149
-0.10939349867286506,0.7648914533179033,-0.5419734066483628,-0.44146361307257753,-0.6440266964613739,-0.5937669212332759,0.5552037296467149
-0.16409024800929758,0.6946404440545777,-0.5074094988537469,-0.44146361307257753,-0.6920506909410485,-0.5006120401653323,0.09650267987087384
-0.6016642427007578,0.2028833792112983,-0.6111012222375946,-0.44146361307257753,-0.6440266964613739,-0.5006120401653323,0.09650267987087384
-0.5469674933643253,0.34338539773794957,-0.6802290378268264,-0.44146361307257753,-0.019714768225604088,-0.9663864455050503,0.09650267987087384
-0.43757399469146024,0.4136364070012752,-0.5419734066483628,-0.44146361307257753,-0.2598347406239771,-0.803365403636149,0.09650267987087384
-0.21878699734573012,0.4136364070012752,-0.3000260520860513,-0.44146361307257753,-0.6920506909410485,-0.26772483749547327,-0.36219836990496773
-0.820451240046488,-0.07812065784200423,-0.7493568534160583,-0.44146361307257753,-0.7880986799003977,-0.15128123616054379,0.09650267987087384
-1.6955992294294084,-0.9913837782652374,-1.3023793781299131,-0.6314967590702998,-0.7880986799003977,-0.05812635509260019,-0.8208994196808087
-1.4768122320836783,-0.9913837782652374,-1.1641237469514494,-0.44146361307257753,-1.0282186522987706,0.24462700837821652,-0.8208994196808087
-1.5315089814201108,-0.9913837782652374,-1.1986876547460652,-0.6314967590702998,-0.6440266964613739,0.1514721273102729,-0.36219836990496773
-1.2033284854015156,-0.7103797412119349,-0.9913042079783697,-0.6314967590702998,-0.3558827295833263,0.01173980570835751,0.09650267987087384
-0.6563609920371903,-0.35912469489530674,-0.6456651300322105,-0.6314967590702998,-0.5479787075020247,0.3144931691791742,0.09650267987087384
-0.929844738719353,-0.007869648578678601,-0.9913042079783697,-0.44146361307257753,-0.6920506909410485,0.4542254907810896,-0.36219836990496773
-1.148631736065083,-0.21862267636865548,-0.9913042079783697,-0.44146361307257753,-0.6440266964613739,0.4076480502471178,0.09650267987087384
-0.820451240046488,-0.21862267636865548,-0.7493568534160583,-0.44146361307257753,-0.6440266964613739,0.3843593299801319,0.09650267987087384
-0.8751479893829205,-0.07812065784200423,-0.7839207612106742,-0.44146361307257753,-0.4039067240630009,0.128183407043287,0.09650267987087384
-1.039238237392218,-0.35912469489530674,-0.887612484594522,-0.44146361307257753,-0.4039067240630009,-0.03483763482561429,0.09650267987087384
-0.6563609920371903,-0.2888736856319811,-0.6456651300322105,-0.44146361307257753,-0.2598347406239771,-0.1978586766945156,0.09650267987087384
-0.7657544907100554,-0.2888736856319811,-0.7147929456214424,-0.44146361307257753,-0.4999547130223501,-0.10470379562657199,0.09650267987087384
-0.820451240046488,-0.42937570415863235,-0.7493568534160583,-0.44146361307257753,-0.6440266964613739,-0.1279925158935579,0.09650267987087384
-0.7110577413736229,-0.14837166710532987,-0.6802290378268264,-0.44146361307257753,-0.7400746854207231,-0.17456995642752968,-0.36219836990496773
-0.9845414880557856,-0.35912469489530674,-0.8530485767999061,-0.44146361307257753,-0.6920506909410485,-0.1978586766945156,-0.36219836990496773
-0.6016642427007578,-0.07812065784200423,-0.6111012222375946,-0.44146361307257753,-0.6920506909410485,-0.26772483749547327,-0.36219836990496773
-0.7110577413736229,-0.07812065784200423,-0.6802290378268264,-0.44146361307257753,-0.6920506909410485,-0.2910135577624592,-0.36219836990496773
-0.6563609920371903,-0.07812065784200423,-0.6456651300322105,-0.44146361307257753,-0.6920506909410485,-0.3608797185634169,-0.36219836990496773
-0.43757399469146024,0.13263236994797264,-0.5074094988537469,-0.6314967590702998,-0.6920506909410485,-0.40745715909738867,-0.36219836990496773
-0.27348374668216263,0.2028833792112983,-0.40371777546989907,-0.6314967590702998,-0.5960027019816992,-0.5937669212332759,-0.36219836990496773
-0.21878699734573012,-0.007869648578678601,-0.3000260520860513,-0.6314967590702998,-0.6920506909410485,-0.47732331989834637,-0.36219836990496773
-0.3828772453550277,-0.42937570415863235,-0.47284559105913093,-0.6314967590702998,-0.6440266964613739,-0.5239007604323181,-0.36219836990496773
-0.43757399469146024,-0.2888736856319811,-0.5074094988537469,-0.6314967590702998,-0.45193071854267547,-0.5006120401653323,-0.36219836990496773
-0.16409024800929758,0.06238136068464703,-0.23089823649681945,-0.6314967590702998,-0.6920506909410485,-0.17456995642752968,-0.36219836990496773
-0.6563609920371903,-0.21862267636865548,-0.6456651300322105,-0.44146361307257753,-0.7400746854207231,0.08160596650931522,-0.36219836990496773
-0.27348374668216263,0.13263236994797264,-0.36915386767528313,-0.44146361307257753,-0.6920506909410485,0.2679157286452024,-0.36219836990496773
-0.21878699734573012,-0.07812065784200423,-0.3345899598806672,-0.44146361307257753,-0.4039067240630009,0.3377818894461601,-0.36219836990496773
-0.27348374668216263,0.06238136068464703,-0.36915386767528313,-0.44146361307257753,-0.3078587351036517,0.7104014137179345,-0.36219836990496773
-0.05469674933643253,0.2731343884746239,-0.1272065131129717,-0.44146361307257753,-0.7400746854207231,0.9432886163877935,-0.36219836990496773
