AQI,PM2.5,PM10,SO2,NO2,O3,CO
0.9059665958022536,1.178259469239809,1.4966723754822702,-0.3091968050161704,-0.6219106836972639,0.7117667391941662,0.6877879863119324
0.9059665958022536,1.1048917330466195,1.4966723754822702,-0.3091968050161704,-0.8203456754889817,0.6705058763381355,0.12341759843764989
0.8059663150499804,0.9581562606602404,1.3462129587245344,-0.3091968050161704,-0.9526356700167937,0.6086145820540896,0.12341759843764989
0.8559664554261169,1.03152399685343,1.446519236563025,-1.153966647292494,-0.6219106836972639,0.3610494049179056,0.12341759843764989
1.25596757843521,1.8385690949785145,2.148663181432459,-0.3091968050161704,0.3041192779974195,-0.0721896550704163,0.6877879863119324
1.8559692629488498,2.5722464569104098,2.2489694592709495,-0.3091968050161704,0.5686992670530433,-0.05155922364240097,0.6877879863119324
1.6059685610681667,2.2787755121376514,1.9480506257554777,-0.3091968050161704,0.7671342588447613,-0.25786353792255423,0.6877879863119324
0.7559661746738437,1.2516272054329984,1.1957535419667986,-0.3091968050161704,0.5025542697891374,-0.40227655791866157,0.6877879863119324
0.8559664554261169,1.3983626778193774,1.446519236563025,-0.3091968050161704,1.3624392342199148,-0.5673200093427841,1.2521583741862157
1.1059671573068002,1.6918336225921355,1.647131792240006,-0.3091968050161704,1.2962942369560089,-0.6292113036268302,1.2521583741862157
0.7559661746738437,1.2516272054329984,1.1456004030475533,-0.3091968050161704,0.7009892615808553,-0.29912440077858493,0.6877879863119324
0.8059663150499804,1.324994941626188,1.296059819805289,-1.153966647292494,0.5686992670530433,-0.23723310649453894,1.2521583741862157
0.9059665958022536,1.4717304140125669,1.5468255144015155,-1.153966647292494,0.7671342588447613,-0.3197548322066002,1.2521583741862157
0.8559664554261169,1.2516272054329984,1.3963660976437797,-1.153966647292494,-0.026605708322110275,-0.09282008649843163,0.6877879863119324
0.8059663150499804,1.2516272054329984,1.3462129587245344,-1.153966647292494,-0.1588957028499222,-0.010298360786370314,0.6877879863119324
0.6559658939215705,0.9581562606602404,0.9951409862898175,-0.3091968050161704,-0.22504070011382815,0.072223364925691,0.12341759843764989
0.6559658939215705,0.9581562606602404,1.0452941252090628,-0.3091968050161704,0.10568428620570164,0.030962502069660343,0.6877879863119324
0.8059663150499804,1.1048917330466195,1.3462129587245344,-0.3091968050161704,1.230149239692103,-0.29912440077858493,1.2521583741862157
1.155967297682937,1.6918336225921355,1.9982037646747228,-0.3091968050161704,2.8176291740258463,-0.8148851864789681,0.6877879863119324
1.55596842069203,2.205407775944462,2.6000414317056664,-0.3091968050161704,3.016064165817564,-1.062450363615152,1.2521583741862157
2.355970666710216,3.1591883464559256,3.2520322376558553,-1.153966647292494,2.2884691959145984,-1.0418199321871366,1.2521583741862157
2.3059705263340797,3.085820610262736,3.3523385154943455,-0.3091968050161704,2.0900342041228805,-1.186232952183244,1.2521583741862157
2.1559701052056695,2.939085137876357,3.0514196819788735,-0.3091968050161704,2.1561792013867866,-1.310015540751336,1.2521583741862157
1.3559678591874833,1.9853045673648935,2.148663181432459,-0.3091968050161704,1.5608742260116328,-1.124341657899198,0.6877879863119324
1.0059668765545269,1.5450981502057564,1.647131792240006,-0.3091968050161704,0.9655692506364791,-0.9592982064750754,0.6877879863119324
1.3559678591874833,1.9853045673648935,2.0985100425132135,-0.3091968050161704,2.0900342041228805,-1.4544285607474432,1.2521583741862157
1.5059682803158934,2.1320400397512724,2.148663181432459,-0.3091968050161704,2.0238892068589744,-1.4750589921754587,1.2521583741862157
1.5059682803158934,2.1320400397512724,2.0985100425132135,-0.3091968050161704,1.8915992123311625,-1.433798129319428,1.2521583741862157
1.5059682803158934,2.1320400397512724,2.048356903593968,-0.3091968050161704,1.8915992123311625,-1.433798129319428,1.2521583741862157
0.8559664554261169,1.3983626778193774,1.3963660976437797,-0.3091968050161704,1.3624392342199148,-1.24812424646729,1.2521583741862157
0.4059651920408872,0.5179498435011034,0.5437627360166101,-0.3091968050161704,0.3702642752613255,-0.7529938921949221,0.6877879863119324
0.3059649112886139,0.5179498435011034,0.4434564581781196,-0.3091968050161704,1.097859245164291,-0.8561460493349987,0.6877879863119324
-0.09403621172047918,0.07774342634196635,0.04223134682415739,-1.153966647292494,-0.22504070011382815,0.05159293349767567,0.6877879863119324
-0.14403635209661583,0.004375690148776842,-0.00792179209508788,-1.153966647292494,-0.2911856973777341,0.072223364925691,0.6877879863119324
-0.39403705397729905,-0.2157275184307917,-0.25868748669131425,-1.153966647292494,-0.8864906727528877,0.4435711306299669,0.12341759843764989
-0.39403705397729905,-0.28909525462398117,-0.25868748669131425,-1.153966647292494,-1.2172156590724175,0.6498754449101202,0.12341759843764989
-0.29403677322502575,-0.14235978223760218,-0.1583812088528237,0.5355730372601533,-1.1510706618085116,0.6911363077661509,0.12341759843764989
-0.09403621172047918,0.07774342634196635,0.04223134682415739,1.380342879536477,-1.1510706618085116,1.330679682034626,0.12341759843764989
0.005964069031794099,0.15111116253515586,0.04223134682415739,-0.3091968050161704,-1.0849256645446057,1.57824485917081,2.3808991499347805
0.4059651920408872,0.44458210730791387,0.1926907635818932,-0.3091968050161704,-1.1510706618085116,1.7226578791669171,0.12341759843764989
0.4059651920408872,0.5179498435011034,0.24284390250113846,-1.153966647292494,-1.1510706618085116,1.7226578791669171,0.12341759843764989
0.35596505166475056,0.5913175796942929,0.24284390250113846,-1.153966647292494,-1.0849256645446057,1.640136153454856,0.12341759843764989
0.2559647709124773,0.5913175796942929,0.3933033192588743,-1.153966647292494,-0.8864906727528877,1.4750927020307334,0.12341759843764989
0.20596463053634065,0.6646853158874824,0.343150180339629,-1.153966647292494,-0.9526356700167937,1.3719405448906568,0.12341759843764989
0.2559647709124773,0.6646853158874824,0.3933033192588743,-1.153966647292494,-0.7542006782250759,1.1862666620385187,0.12341759843764989
0.10596434978406738,0.3712143711147244,0.24284390250113846,-1.153966647292494,-0.8864906727528877,1.0212232106143961,0.6877879863119324
-0.14403635209661583,0.07774342634196635,-0.00792179209508788,-1.153966647292494,-1.0187806672806996,0.8355493277622581,0.6877879863119324
-0.3440369136011624,-0.06899204604441267,-0.20853434777206897,-0.3091968050161704,-1.0187806672806996,0.6911363077661509,0.6877879863119324
-0.3440369136011624,-0.06899204604441267,-0.20853434777206897,-0.3091968050161704,-1.0187806672806996,0.5879841506260742,0.6877879863119324
-0.39403705397729905,-0.06899204604441267,-0.25868748669131425,-0.3091968050161704,-0.9526356700167937,0.48483199348599754,0.6877879863119324
0.5059654727931605,0.004375690148776842,0.694222152774346,-0.3091968050161704,-1.0187806672806996,0.3816798363459209,0.6877879863119324
-0.3440369136011624,0.07774342634196635,-0.3088406256105595,0.5355730372601533,-1.0849256645446057,0.3610494049179056,0.6877879863119324
-0.3440369136011624,0.07774342634196635,-0.3088406256105595,-0.3091968050161704,-1.0849256645446057,0.34041897348989025,0.6877879863119324
-0.3440369136011624,0.07774342634196635,-0.3088406256105595,-0.3091968050161704,-0.9526356700167937,0.27852767920584426,0.6877879863119324
-0.29403677322502575,0.15111116253515586,-0.25868748669131425,-0.3091968050161704,-0.8864906727528877,0.2166363849217983,0.6877879863119324
-0.29403677322502575,0.15111116253515586,-0.20853434777206897,-0.3091968050161704,-0.6880556809611699,0.09285379635370633,0.6877879863119324
-0.29403677322502575,0.15111116253515586,-0.1583812088528237,-0.3091968050161704,-0.6880556809611699,0.17537552206576765,0.6877879863119324
-0.19403649247275245,0.22447889872834537,-0.10822806993357842,-0.3091968050161704,-0.6219106836972639,0.40231026777393625,1.2521583741862157
-0.09403621172047918,0.3712143711147244,0.04223134682415739,-0.3091968050161704,-0.6880556809611699,0.8561797591902734,0.6877879863119324
0.3059649112886139,0.7380530520806718,0.29299704142038374,0.5355730372601533,-0.8203456754889817,1.4338318391747027,0.6877879863119324
1.0559670169306636,0.9581562606602404,0.49360959709736485,-0.3091968050161704,-1.0187806672806996,1.9289621934470704,0.6877879863119324
1.9059694033249863,1.1048917330466195,0.5939158749358554,0.5355730372601533,-1.1510706618085116,2.2177882334392853,0.6877879863119324
2.6059713685908994,1.178259469239809,0.694222152774346,0.5355730372601533,-1.1510706618085116,2.444722979147454,0.6877879863119324
